Price,Close,High,Low,Open,Volume,SMA_20,EMA_20,RSI
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA,,,
Date,,,,,,,,
2025-08-08,182.6696319580078,183.26953833968557,180.3700111699138,181.51982919208731,123396700,174.58348693847657,173.75932064016118,65.06921033138963
2025-08-11,182.0297393798828,183.80944232526838,180.2200426409657,182.01974653412333,138323200,175.4828369140625,174.5469795677537,72.20087438227647
2025-08-12,183.1295623779297,184.44933506001817,179.4301803710301,182.9295986692803,145485700,176.10573348999023,175.3643684068181,69.83975116208656
2025-08-13,181.559814453125,183.93942375779682,179.3201965252013,182.5896420373941,179871700,176.61664810180665,175.95441088741876,63.1666976398439
2025-08-14,181.98974609375,182.98957985829236,179.43017409752198,179.72011917648817,129554000,177.06757278442382,176.52920471659317,64.19997832891518
2025-08-15,180.42001342773438,181.86976944489334,178.01041021115256,181.84978375259033,156602200,177.4695053100586,176.89975792717806,56.53248878707486
2025-08-18,181.979736328125,182.90958965389834,180.55997422620712,180.56998232776263,132008000,178.00091552734375,177.3835653939349,61.347707257495976
2025-08-19,175.61080932617188,182.46966985536903,175.46084035755914,182.39967416584764,185229200,178.43134307861328,177.21473148271937,44.191977277466606
2025-08-20,175.370849609375,175.9707560164781,168.77195541250927,175.1408920976954,215142700,178.6623046875,177.039123685258,45.895643697230085
2025-08-21,174.95091247558594,176.87059152353538,173.78110877087863,174.8209444570093,140040900,178.72429351806642,176.840246427194,52.389967584141424
2025-08-22,177.96043395996094,178.56032512128596,171.17155351749952,172.58132291943235,172789400,178.9487564086914,176.94693095412418,45.6474826087675
2025-08-25,179.78012084960938,181.87977802218637,176.54066896263805,178.3203719824875,163012800,179.10173110961915,177.216758563218,53.34484684656203
2025-08-26,181.7397918701172,182.35968393651802,178.7802771456414,180.03006938032237,168688200,179.41467819213867,177.64752364006554,54.901963281116686
2025-08-27,181.56982421875,182.45967569067753,179.07023971825097,181.94975068857377,235518900,179.53115844726562,178.02107607613073,51.82098095781469
2025-08-28,180.1400604248047,184.43934897141472,176.3806906932069,180.7899615720414,281787800,179.6461395263672,178.22288410933777,44.32482468980949
2025-08-29,174.1510467529297,178.12038822306508,173.12121914292007,178.08040158317536,243257900,179.66913528442382,177.83509007539413,35.745292676220274
2025-09-02,170.75161743164062,172.351357635579,167.19221149694363,169.9717482776903,231164900,179.20821151733398,177.1604736331319,29.32530541777257
2025-09-03,170.59165954589844,172.38137081666613,168.851958278929,171.03158891427162,164424900,178.82627563476564,176.53487229149061,30.774637603246774
2025-09-04,171.63148498535156,171.83144870716828,169.381858788342,170.54166973363456,141670100,178.43834075927734,176.06788302423928,32.22375208115223
2025-09-05,166.9922637939453,169.0019244592772,164.04275681292185,168.00209055003162,224441400,177.75095596313477,175.20353833563985,29.15243861703121
2025-09-08,168.2820281982422,170.93159698121408,167.32219627229085,167.5221599855096,163769100,177.03157577514648,174.54434689398292,28.55353106190593
2025-09-09,170.7316131591797,170.95157781434446,166.71229229208453,169.0618925540675,157548400,176.46666946411133,174.18122939543022,41.291909471130616
2025-09-10,177.300537109375,179.26020289704138,175.44084555219968,176.61064931709572,226852000,176.1752182006836,174.4783063205678,52.809329718596075
2025-09-11,177.1505584716797,180.26021784214308,176.4606317396978,179.66027757334626,151159300,175.95475540161132,174.73280652543562,53.2277190301886
2025-09-12,177.80047607421875,178.5803891806412,176.43061617633268,177.75047851465564,124911000,175.74529190063475,175.02496553008163,49.74781748943326
2025-09-15,177.73048400878906,178.830369337568,174.49083425075145,175.65071055071581,147061600,175.6108154296875,175.2826339566252,46.57994986217955
2025-09-16,174.86080932617188,177.4805168617991,174.36086420825131,176.98057174387853,140737800,175.25486907958984,175.24246018229633,38.85995280279723
2025-09-17,170.27130126953125,173.18098551277336,168.39151800406466,172.62104942275718,211843800,174.9878936767578,174.7690164763187,33.993957797968406
2025-09-18,176.2206573486328,177.08056354559588,172.94101865721873,173.96089569350613,191763300,175.0303840637207,174.90726798796769,45.07787648605352
2025-09-19,176.6505889892578,178.06043774665943,175.16074718989944,175.7506939671915,237182100,175.1153678894043,175.07329855951912,53.64842712945558
2025-09-22,183.58984375,184.52974299714734,174.69082690233378,175.28075846993005,269637000,175.39683837890624,175.88439810146969,66.98407622997215
2025-09-23,178.410400390625,182.3999677661597,176.19065819152993,181.95002022927713,192559600,175.32835235595704,176.12496974805592,59.130975881745606
2025-09-24,176.9505615234375,179.76025041106172,175.38072666046574,179.75025700209653,143564100,175.08889083862306,176.2035975361875,56.1514416026772
2025-09-25,177.67050170898438,180.2402117285651,173.11100459099512,174.4608472798892,191586700,174.89392471313477,176.34330269550148,63.58032333872166
2025-09-26,178.17044067382812,179.750269051669,174.91078879333958,178.15043859744398,148573700,174.79544372558593,176.5173158362945,62.83366596786351
2025-09-29,181.83004760742188,183.97980553666213,180.30021674934378,180.41019002973698,193063500,175.17939376831055,177.02329029068758,63.96545745486048
2025-09-30,186.55950927734375,187.32942897828707,181.4600633204032,182.06000352373024,236981000,175.96978836059571,177.93150162275006,62.21634262678062
2025-10-01,187.21945190429688,188.11934700723293,183.87980694521147,185.21967144700423,173844900,176.80117797851562,178.8160683162307,63.10855582700262
2025-10-02,188.8692626953125,191.0290292282152,188.03935198339767,189.57919146332628,136805800,177.66306686401367,179.7735153999528,64.04465144519324
2025-10-03,187.59939575195312,190.33910041164867,185.35965145286306,189.1692307003317,137596900,178.69342346191405,180.51883733823854,62.15216335033991
2025-10-06,185.51962280273438,187.20943969833962,183.3098739831843,185.4796339074747,157678100,179.55530319213867,180.9951026205715,63.38519790293405
2025-10-07,185.01968383789062,189.03924688644503,183.97980469837793,186.20955566811082,140088000,180.26970672607422,181.37839606983997,70.64090484704097
2025-10-08,189.0892333984375,189.57918508139647,186.51950830089396,186.5495190429729,130168900,180.85914154052733,182.1127615297064,69.01031534823373
2025-10-09,192.54885864257812,195.27855455286462,191.039014711271,192.20888438710807,182997200,181.62905654907226,183.10667554045608,71.55639600199444
2025-10-10,183.139892578125,195.59851591827854,182.03001384654092,193.4887469873255,268774400,181.8960273742676,183.10983906785313,49.42820799205758
2025-10-13,188.29933166503906,190.08912842775598,185.93959015922437,187.9493639887039,153482800,182.4244697570801,183.60407645806131,62.573115752494225
2025-10-14,180.01022338867188,184.77970370013514,179.6802578066599,184.74970821605342,205641400,182.68194046020508,183.26180473716707,53.31455310280441
2025-10-15,179.8102569580078,184.84969686580231,177.2705272995106,184.77971248532194,214450500,183.1588882446289,182.93308590105667,52.34442369517861
2025-10-16,181.7900390625,183.2598789113643,179.75026972003684,182.20999112544493,179723300,183.43735733032227,182.8242242973846,53.841251046889646
2025-10-17,183.19989013671875,184.07979842608083,179.7302697995737,180.1602152773484,173135200,183.76482238769532,182.86000199636882,51.52662435320742
2025-10-20,182.6199493408203,185.1796658652692,181.7100455780644,183.10990104163824,128544700,183.71632766723633,182.83713983869754,45.16209546402531
2025-10-21,181.14010620117188,182.76991679751694,179.7802549646251,182.76991679751694,124240200,183.85281295776366,182.67551758750463,42.68174050023732
2025-10-22,180.2602081298828,183.4198648953589,176.74059027394597,181.12011433169937,162249600,184.01829528808594,182.44548811535017,39.44077187884015
2025-10-23,182.13999938964844,183.0098989665471,179.7702492811968,180.4001849787377,111363700,184.24177017211915,182.41639395099762,43.402617585373555
2025-10-24,186.23953247070312,187.44940625639555,183.47984116964938,183.81980015643103,131296700,184.64522476196288,182.78050238144576,50.82948012447477
2025-10-27,191.46897888183594,191.97891738858848,188.4093020699799,189.9691435897376,153452700,185.1271713256836,183.60797633386386,56.700602396459246
2025-10-28,201.0079345703125,203.12769700573313,191.8889404255143,193.0288146936141,297986200,185.84959259033204,185.26511521352563,61.119405662198425
2025-10-29,207.01727294921875,212.1667169482571,204.7575264516481,207.95717223581016,308829600,186.83948364257813,187.33674928359164,62.88512612231631
2025-10-30,202.8677215576172,206.13736677538768,201.38788833732997,205.12746791137428,178864400,187.53940658569337,188.8158895001655,69.38493080317852
2025-10-31,202.4677734375,207.94716749796044,202.04782138155986,206.42733011185774,179802200,188.2828254699707,190.1160689227688,65.35875971146388
2025-11-03,206.85728454589844,211.31678618801203,205.53742218982754,208.05714970598171,180267300,189.3497085571289,191.7104704106859,81.79021212518714
